Priority,Key,Store,Wine_Name,Location,Price,Wine_Sort,Wine_Origin,Grape_1,Grape_2,Grape_3,Acid,Sweet,Sparkling,Food_match
262,SG0150,신세계백화점,투핸즈 릴리스 가든,"강남점, 본점, 경기점, 의정부점, 센텀시티점, 마산점, 타임스퀘어점, 대구점",99000,레드,호주,쉬라즈,0,0,3,1,,"B02, A01, E03"
263,EM0124,이마트몰,그랑 파씨오네,"가양점, 강릉점, 검단점, 경산점, 고잔점, 과천점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동해점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 성서점, 성수점, 속초점, 수색점, 순천점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 이천점, 자양점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 충주점, 통영점, 파주점, 펜타포트점, 평촌점, 포천점, 포항이동점, 포항점, 하남점, 해운대점, 화성봉담점",32000,레드,이탈리아,메를로,꼬르비나,0,3,4,,"C01, E04, F02"
264,SG0151,신세계백화점,샤또 까망삭13,"경기점, 타임스퀘어점",93000,레드,프랑스,까베르네쇼비뇽,메를로,0,2,1,,"B01, C01, F01"
265,SG0152,신세계백화점,카스텔블랑 엑스트라 브륏 750ML,본점,19000,화이트,스페인,마카베오,빠레야다,사렐로,4,1,1,"C01, F01, D01, F03"
266,SG0153,신세계백화점,"더 롱 독, 루즈 1.5L","본점, 센텀시티점",38000,레드,프랑스,그르냐슈,쉬라즈,0,2,1,,"B02, F01, A01, E03"
267,SG0154,신세계백화점,베린저 파운더스 샤르도네,"강남점, 경기점, 센텀시티점, 대구점",29000,화이트,미국,샤도네이,0,0,3,1,0,"B01, F04, D01, F01"
268,SG0155,신세계백화점,베라짜노 키안티 클라시코,본점,60000,레드,이탈리아,산지오베제,까나이올로,0,4,2,,"D01, E04, F02"
269,EM0125,이마트몰,오크캐스크 샤르도네,"가든5점, 가양점, 검단점, 경산점, 계양점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 김천점, 김해점, 대전터미널점, 동구미점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 문현점, 반야월점, 보라점, 보령점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 세종점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 안성점, 양재점, 양주점, 여수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 제주점, 중동점, 진접점, 천안서북점, 청주점, 충주점, 통영점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 화성봉담점, 화정점",16800,화이트,아르헨티나,샤도네이,0,0,3,1,,"B01, F02, G01, A01"
270,EM0126,이마트몰,엑스트라버겐저 레드,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 상봉점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 세종점, 속초점, 수색점, 수지점, 순천점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 제주점, 중동점, 진접점, 창원점, 천안서북점, 춘천점, 충주점, 파주점, 펜타포트점, 평촌점, 포천점, 포항이동점, 포항점, 하남점, 해운대점, 화성봉담점, 화정점",22000,레드,아르헨티나,말벡,쉬라즈,0,3,1,,"B02, F01, E03"
271,EM0127,이마트몰,이스까이 시라 비오니에,"강릉점, 검단점, 계양점, 과천점, 광명소하점, 광산점, 구미점, 김천점, 김해점, 동구미점, 동백점, 동인천점, 동해점, 만촌점, 목포점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 상봉점, 상주점, 서산점, 서수원점, 성수점, 세종점, 속초점, 수색점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양주점, 여주점, 연제점, 영천점, 원주점, 의왕점, 의정부점, 이천점, 익산점, 진접점, 진주점, 천안서북점, 청주점, 춘천점, 충주점, 파주점, 포천점, 포항이동점, 하월곡점, 화성봉담점, 화정점",90000,레드,아르헨티나,쉬라즈,비오니에,,3,1,0,"F01, A01, E02"
272,SG0156,신세계백화점,카바이 암포라,본점,240000,화이트,슬로베니아,리볼라,말바시아,소비뇽 베르트,3,1,,"F04, A01, B03, F02"
273,SG0157,신세계백화점,샤또 생 미셸 인디언 웰스 메를로,"강남점, 경기점, 센텀시티점, 대구점",50000,레드,미국,메를로,쉬라즈,0,2,1,,"B02, F01, E04"
274,EM0128,이마트몰,미켈레 끼아를로 가비 레 마르네,"가든5점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 대전터미널점, 동구미점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 순천점, 신도림점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화정점",25800,화이트,이탈리아,코르테제,0,0,2,1,,"F04, G01, A01, B03, E01"
275,EM0129,이마트몰,AB 부르고뉴 샤르도네 비에유 비뉴,"가든5점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 목동점, 목포점, 문현점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수지점, 순천점, 신도림점, 아산점, 안성점, 양산점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 월계점, 월배점, 의왕점, 이천점, 익산점, 자양점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 하남점, 하월곡점, 해운대점",34800,화이트,프랑스,샤도네이,0,0,3,1,,"B01, F02, G01, A01, D01"
276,SG0158,신세계백화점,에로이카 리슬링,"강남점, 경기점, 센텀시티점, 대구점",55000,화이트,미국,리슬링,0,0,3,2,,"D02, E01, F04, F02"
277,SG0159,신세계백화점,베린저 메인앤바인 카베르네 소비뇽,"강남점, 경기점, 센텀시티점, 대구점",18900,레드,미국,까베르네쇼비뇽,0,0,2,2,0,"B01, E01, F02"
278,EM0130,이마트몰,앙또냉귀용 오뜨꼬뜨드뉘 레담베르지,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점",50000,레드,프랑스,피노누아,0,0,3,1,,"C02, D01, G01"
279,SG0160,신세계백화점,두르뜨 그랑 떼루아 쏘떼른느,본점,40000,화이트,프랑스,소비뇽블랑,세미용,0,3,5,0,"B02, B03, F04, G02"
280,SG0161,신세계백화점,파이 레드,"강남점, 경기점, 센텀시티점, 대구점",33000,레드,스페인,콘세혼,0,0,3,1,,"A01, B01, C02, E03"
281,SG0162,신세계백화점,"카사 마로네, 로사토","강남점, 경기점",45000,화이트,이탈리아,네그로아마로,몬테풀치아노,람브르스코,2,2,0,"E01, G01, A01, F03, G02"
282,SG0163,신세계백화점,필리터리 비달 아이스와인 리져브,본점,77000,레드,캐나다,비달,0,0,1,5,0,F02
283,EM0131,이마트몰,도츠 브륏 클라식 하프,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 반야월점, 별내점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신도림점, 신제주점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 화성봉담점, 화정점",55800,화이트,프랑스,피노누아,피노뫼니에,샤도네이,5,2,1,"C01, D01, F01, A01, E01"
284,SG0164,신세계백화점,브이 드라가르드,"강남점, 경기점, 센텀시티점, 대구점",74000,화이트,프랑스,피노뮈니에,피노누아,샤도네이,2,1,1,"E01, G01, A01, F03"
285,SG0165,신세계백화점,라미 울지 로드 빈야드 샤르도네,"강남점, 대구점, 센텀시티점, 경기점",187000,화이트,미국,샤도네이,,,3,1,0,"B01, F04, B03, F02"
286,EM0132,이마트몰,앙또냉귀용 꼬르똥 브레상드 그랑크뤼,"가든5점, 가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 별내점, 보라점, 보령점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신도림점, 아산점, 안동점, 안성점, 양산점, 양재점, 양주점, 여수점, 여주점, 연수점, 연제점, 영등포점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 천안점, 청주점, 춘천점, 충주점, 칠성점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",175000,레드,프랑스,피노누아,0,0,3,1,,"C02, D01, G01"
287,EM0133,이마트몰,35 사우스 리제르바 까르미네르,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 문현점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 산본점, 상봉점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 아산점, 안동점, 양재점, 양주점, 여수점, 연수점, 연제점, 영천점, 오산점, 울산점, 원주점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 제주점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포항점, 하남점, 하월곡점, 해운대점, 화성봉담점, 화정점",18000,레드,칠레,까르미네르,,,2,1,0,"C02, E03"
288,EM0134,이마트몰,35 사우스 리제르바 까버네쇼비뇽,"가양점, 강릉점, 검단점, 경산점, 계양점, 고잔점, 과천점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 보라점, 보령점, 사상점, 산본점, 상주점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 양재점, 양주점, 여수점, 연제점, 영천점, 오산점, 원주점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 제주점, 중동점, 진접점, 진주점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포항이동점, 포항점, 하남점, 해운대점, 화성봉담점, 화정점",18000,레드,칠레,까베르네쇼비뇽,,,2,1,0,"B01, E01"
289,EM0135,이마트몰,니더버그 더 와인마스터스 피노타지,"구미점, 김천점, 동구미점, 반야월점, 수지점, 안동점, 양재점, 양주점, 월배점, 제주점, 통영점, 포항이동점, 포항점",19800,레드,남아공,피노타지,,,3,1,0,"D01, E03, G01"
290,SG0166,신세계백화점,베린저 브로스 카베르네 소비뇽,"강남점, 경기점, 센텀시티점, 대구점",45000,레드,미국,까베르네쇼비뇽,메를로,,2,1,0,"B01, C01, F01"
291,SG0167,신세계백화점,세르 라포 끼안띠 클라시코 리제르바,본점,50000,레드,이탈리아,람부르스코,,,1,1,0,"E04, C01, E02, F02"
292,SG0168,신세계백화점,엠 샤푸티에 라 시부아즈 꼬스띠에 님,"강남점, 경기점, 센텀시티점, 대구점",21000,레드,프랑스,그르나슈,쉬라즈,무흐베드르,2,1,,"B02, E03, F01"
293,SG0169,신세계백화점,"뱅상 지라르댕, 샤샤뉴 몽라셰 1er Cru 레 쇼메 2017","강남점, 경기점",368000,화이트,프랑스,샤도네이,0,0,3,1,,"B01, F04, B03, F02"
294,SG0170,신세계백화점,프루노토 바롤로,본점,150000,레드,이탈리아,네비올로,0,0,2,1,,"E04, A01"
295,EM0136,이마트몰,그래블리 포드 카베르네소비뇽,"가양점, 강릉점, 경산점, 계양점, 고잔점, 광명소하점, 광산점, 구미점, 군산점, 금정점, 김천점, 김해점, 대전터미널점, 동구미점, 동백점, 동인천점, 동해점, 둔산점, 마산점, 마포점, 만촌점, 명일점, 목동점, 목포점, 문현점, 반야월점, 보라점, 보령점, 봉선점, 사상점, 상주점, 서귀포점, 서산점, 서수원점, 성서점, 성수점, 세종점, 속초점, 수색점, 수지점, 순천점, 신제주점, 아산점, 안동점, 안성점, 양재점, 양주점, 여수점, 여주점, 연제점, 영천점, 오산점, 울산점, 원주점, 월계점, 월배점, 의왕점, 의정부점, 이천점, 익산점, 자양점, 제주점, 중동점, 진접점, 창원점, 천안서북점, 청주점, 춘천점, 충주점, 통영점, 파주점, 펜타포트점, 평촌점, 평택점, 포천점, 포항이동점, 포항점, 하남점, 해운대점, 화정점",24800,레드,미국,까베르네쇼비뇽,0,0,2,1,,"B01, E01"
